Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
283,283,alu beans,292,13.0,3.8,3.8,2.5,28.6,5.1,14.4,6.9,29.2,554.4,75.4,11.98,0.21,1.14,0.05,0.43,3.96,0.46,0.44,16.61,0.0,1.21,235.91,43.0,0.16,3.08,58.5,0.37,215.8,235.9,14.5,1.7,116.1
284,284,cauli tarkari,286,9.7,2.5,3.5,2.1,33.0,3.9,16.6,4.2,40.0,476.7,77.0,10.42,0.2,0.96,0.05,0.44,3.41,0.51,0.51,12.78,0.0,0.97,252.93,49.8,0.17,2.88,48.0,0.23,198.1,252.9,16.4,1.67,107.0
285,285,simla mirch tarkari,280,9.6,2.6,3.7,2.1,30.9,4.2,15.3,4.1,41.7,462.7,77.8,9.0,0.18,1.35,0.05,0.48,3.91,0.49,0.43,8.5,0.0,1.29,236.71,49.2,0.15,2.3,39.2,0.23,180.1,236.7,15.4,1.69,97.2
286,286,karkalo tarkari,279,10.0,2.6,3.4,1.9,31.0,3.9,15.8,3.9,37.5,421.1,77.4,7.08,0.22,0.98,0.05,0.47,4.32,0.48,0.45,12.95,0.0,1.04,209.52,43.3,0.11,2.6,54.0,0.22,209.0,209.5,19.6,1.82,97.8
287,287,saag bhuteko,275,10.2,2.4,3.9,2.1,30.3,4.1,16.1,6.1,42.3,459.7,77.2,17.81,0.21,1.5,0.05,0.42,3.95,0.53,0.54,19.12,0.0,0.98,304.05,42.7,0.15,3.38,52.5,0.36,217.9,304.1,21.3,2.04,128.9
288,288,rayo saag,278,10.3,2.6,3.8,2.0,33.9,4.0,15.9,6.1,41.1,426.6,77.2,16.64,0.22,1.44,0.05,0.5,4.13,0.53,0.52,18.23,0.0,1.33,225.7,56.9,0.16,3.6,55.8,0.28,177.2,225.7,15.7,1.92,121.2
289,289,sisnu ko tarkari,295,10.4,2.5,3.6,2.0,31.1,3.8,16.5,4.0,38.2,421.4,76.3,7.92,0.18,0.96,0.05,0.55,4.47,0.52,0.56,11.64,0.0,1.01,243.99,53.7,0.11,2.5,50.4,0.23,174.7,244.0,18.5,1.98,101.5
290,290,farsi ko munta,276,10.2,2.4,3.3,2.1,33.5,3.8,17.0,3.8,42.6,452.4,76.9,10.12,0.23,1.23,0.05,0.45,4.37,0.56,0.55,12.33,0.0,1.17,192.13,60.9,0.12,2.38,49.3,0.26,217.9,192.1,16.6,2.02,99.6
291,291,farsi tarkari,275,10.6,2.4,3.3,1.9,33.6,3.8,16.0,4.1,40.8,419.8,77.1,7.8,0.19,1.08,0.05,0.49,3.38,0.48,0.46,13.35,0.0,1.35,255.83,52.5,0.15,2.89,50.4,0.23,168.7,255.8,19.7,1.9,104.2
292,292,tite karela tarkari,262,9.6,2.4,3.3,2.0,29.8,4.3,17.0,3.8,41.3,439.8,77.7,9.12,0.18,1.09,0.05,0.52,4.0,0.52,0.5,8.53,0.0,0.89,251.97,56.8,0.12,2.8,40.0,0.21,202.1,252.0,16.0,2.13,101.4
293,293,bodi tarkari,261,9.9,2.4,3.6,1.9,33.7,3.9,16.9,4.2,37.8,429.2,77.6,7.69,0.19,1.34,0.05,0.48,4.17,0.51,0.59,13.55,0.0,1.27,210.8,46.8,0.14,2.77,52.9,0.21,211.0,210.8,20.8,1.79,102.1
294,294,mushroom tarkari,264,10.6,2.6,4.2,2.1,32.9,3.8,15.8,6.4,38.0,459.8,77.5,11.9,0.2,1.43,0.05,0.52,3.82,0.47,0.51,19.68,0.0,1.03,257.02,61.8,0.15,3.3,55.2,0.31,207.4,257.0,19.7,1.72,121.2
295,295,soyabean tarkari,292,10.2,2.4,3.5,2.0,32.2,4.0,16.7,3.9,40.5,623.1,76.4,8.96,0.22,1.23,0.05,0.53,3.69,0.48,0.59,8.08,0.0,1.14,205.86,62.4,0.11,2.48,54.8,0.27,220.0,205.9,15.8,2.07,96.5
296,296,bhatmas tarkari,298,10.6,2.4,3.7,1.9,30.4,4.3,16.5,3.9,37.3,479.3,76.1,8.24,0.21,1.19,0.05,0.43,4.36,0.62,0.44,9.93,0.0,0.94,241.44,54.4,0.16,2.32,41.7,0.26,214.8,241.4,16.7,1.8,99.4
297,297,kerau tarkari,274,10.4,2.6,3.4,1.9,33.7,3.7,16.6,4.0,37.3,471.0,77.0,9.44,0.24,1.14,0.05,0.54,4.48,0.56,0.55,10.39,0.0,0.97,196.67,53.6,0.17,2.32,42.7,0.25,183.3,196.7,20.0,1.89,97.6
298,298,kwati,293,10.4,2.5,3.4,2.0,33.5,3.8,16.7,4.1,38.3,425.3,76.2,7.43,0.22,1.28,0.05,0.43,3.74,0.57,0.45,11.51,0.0,1.24,232.62,54.5,0.15,2.27,44.3,0.29,204.9,232.6,20.5,1.61,100.1
299,299,mas ko dal,302,13.8,3.7,3.9,2.4,29.6,4.8,15.5,7.2,32.0,575.9,74.1,11.98,0.19,1.51,0.05,0.41,4.15,0.48,0.5,16.83,0.0,1.37,324.25,46.8,0.16,3.67,73.3,0.3,213.9,324.3,19.6,1.87,127.8
300,300,musuro dal,322,12.4,4.3,4.0,2.6,30.6,5.3,14.7,7.3,29.3,549.0,74.7,16.42,0.2,1.6,0.05,0.48,3.52,0.47,0.48,14.19,0.0,1.07,311.93,49.3,0.21,3.32,72.5,0.36,219.9,311.9,14.0,1.52,126.1
301,301,rahar dal,302,13.8,3.8,3.9,2.5,28.3,4.8,15.6,6.8,29.9,540.9,74.1,15.53,0.2,1.15,0.05,0.42,3.88,0.46,0.54,16.04,0.0,1.52,273.52,43.6,0.17,3.92,72.3,0.32,212.0,273.5,15.8,1.99,125.1
302,302,mug dal,318,13.2,4.1,4.1,2.4,31.3,4.7,15.7,6.8,28.6,552.1,73.9,11.24,0.2,1.32,0.05,0.42,3.79,0.57,0.55,16.65,0.0,1.08,328.16,60.1,0.21,3.86,54.2,0.31,189.9,328.2,17.5,1.91,126.8
303,303,black dal nepali,309,12.6,3.7,3.8,2.5,30.6,4.9,14.0,7.1,29.5,594.2,75.3,13.29,0.2,1.35,0.05,0.37,3.91,0.57,0.48,15.59,0.0,1.32,294.53,39.8,0.18,3.42,66.9,0.4,190.7,294.5,14.7,1.85,121.9
304,304,jhol dal,292,13.7,3.9,4.1,2.4,29.4,4.9,14.9,7.2,28.6,575.4,74.7,13.39,0.21,1.31,0.05,0.39,4.0,0.54,0.41,19.3,0.0,1.39,274.61,59.6,0.22,3.96,68.8,0.33,176.5,274.6,14.6,1.94,126.6
305,305,dal soup nepali,218,7.5,2.0,2.2,1.4,24.8,3.1,16.1,3.0,48.0,613.4,81.1,6.27,0.21,1.01,0.05,0.49,3.51,0.53,0.48,10.49,0.0,1.13,222.25,42.1,0.14,1.92,49.6,0.2,212.7,222.2,19.0,1.8,91.8
306,306,dhido,276,9.8,2.5,3.5,2.1,30.3,3.8,15.8,3.8,40.5,452.7,77.6,8.09,0.22,1.19,0.05,0.47,3.6,0.57,0.56,12.26,0.0,1.3,258.09,43.5,0.15,2.62,45.1,0.23,209.3,258.1,14.8,1.78,101.8
307,307,millet dhido,283,9.3,2.4,3.5,1.9,31.8,3.9,15.3,4.0,37.9,479.5,77.9,10.22,0.2,1.26,0.05,0.49,4.03,0.45,0.46,9.28,0.0,0.97,214.73,45.9,0.16,2.81,45.6,0.21,213.5,214.7,13.9,1.59,97.8
308,308,buckwheat dhido,275,10.4,2.6,3.5,2.0,34.1,4.3,15.4,4.3,38.3,459.1,77.4,10.47,0.24,1.18,0.05,0.41,3.93,0.61,0.44,13.68,0.0,1.13,239.21,42.7,0.16,2.68,51.2,0.28,213.3,239.2,15.7,1.81,104.3
309,309,corn dhido,298,9.6,2.4,3.5,2.0,32.4,3.7,16.5,4.2,37.6,442.6,76.8,10.09,0.19,1.12,0.05,0.51,3.79,0.52,0.57,10.17,0.0,1.09,240.85,58.9,0.16,2.91,52.5,0.23,223.8,240.9,19.2,1.9,103.6
310,310,wheat dhido,264,9.9,2.5,3.3,1.9,33.8,3.8,16.0,3.9,41.9,443.1,77.8,8.64,0.18,0.92,0.05,0.55,3.38,0.58,0.48,9.64,0.0,1.28,264.95,45.3,0.11,2.32,48.7,0.25,168.3,264.9,21.3,1.81,100.5
311,311,kodo ko roti,244,6.0,1.4,2.1,1.6,36.4,1.9,7.5,3.0,9.5,315.4,84.7,6.01,0.21,0.97,0.05,0.24,2.5,0.38,0.27,8.53,0.0,1.02,165.81,35.7,0.11,2.19,35.9,0.21,132.8,165.8,9.5,1.29,71.6
312,312,phapar roti,253,5.8,1.5,2.0,1.6,37.0,2.1,8.5,3.0,10.5,296.8,84.1,7.79,0.25,1.09,0.05,0.3,2.48,0.37,0.3,9.16,0.0,0.7,226.45,30.1,0.13,2.11,33.7,0.23,148.9,226.4,11.1,1.11,79.9
313,313,makai roti nepali,229,5.9,1.6,2.0,1.4,38.8,2.0,8.3,2.8,9.7,279.5,84.9,6.36,0.23,1.15,0.05,0.32,2.54,0.35,0.32,8.36,0.0,0.72,207.01,38.2,0.14,2.22,29.8,0.23,138.3,207.0,10.8,1.21,76.0
314,314,thukpa,268,10.4,2.5,3.7,2.0,30.3,3.8,15.6,3.9,40.4,436.5,77.5,9.19,0.22,1.33,0.05,0.53,3.56,0.6,0.48,12.76,0.0,1.31,244.58,54.2,0.12,2.26,52.9,0.26,181.4,244.6,16.8,1.82,101.1
315,315,vegetable thukpa,273,10.2,2.5,4.1,2.0,33.6,4.3,16.1,5.9,40.7,420.3,77.4,9.85,0.18,1.07,0.05,0.46,4.12,0.54,0.45,21.11,0.0,1.29,218.08,60.6,0.2,3.69,65.8,0.28,213.7,218.1,21.1,1.59,117.4
316,316,chicken thukpa,273,10.2,2.6,3.4,1.9,30.4,4.0,22.7,4.2,77.7,474.4,74.7,10.85,0.2,1.11,1.8,0.58,5.14,0.74,0.7,13.92,0.0,1.03,256.52,58.3,0.13,2.67,45.2,0.25,263.3,256.5,25.4,2.09,118.4
317,317,buff thukpa,263,10.7,2.3,3.3,1.9,33.4,3.8,22.7,3.8,76.0,451.7,74.7,9.74,0.23,1.02,0.05,0.64,4.55,0.72,0.75,8.97,0.0,1.08,216.32,75.0,0.14,2.94,45.8,0.21,213.4,216.3,26.6,2.39,109.6
318,318,thenthuk,266,10.5,2.6,3.4,2.1,30.6,3.7,16.4,4.0,38.7,476.9,77.2,7.3,0.2,0.96,0.05,0.49,3.95,0.48,0.47,8.58,0.0,1.2,218.29,51.1,0.13,2.52,49.8,0.24,198.8,218.3,19.4,1.93,96.2
319,319,veg thenthuk,298,9.6,2.3,3.3,1.9,30.1,3.8,15.4,4.1,41.2,443.2,77.2,7.49,0.21,1.3,0.05,0.43,3.44,0.58,0.46,9.79,0.0,1.12,200.57,42.5,0.14,2.77,47.2,0.22,214.9,200.6,16.0,1.55,95.2
320,320,chicken thenthuk,268,10.6,2.4,3.3,2.0,31.3,3.8,23.2,3.8,76.9,472.2,74.4,8.71,0.23,1.14,1.81,0.66,4.79,0.64,0.75,10.62,0.0,1.36,229.71,67.1,0.12,2.41,43.9,0.21,257.4,229.7,25.8,2.67,110.5
321,321,buff thenthuk,270,10.0,2.5,3.3,2.0,32.9,4.2,24.9,4.2,79.2,456.0,74.0,7.72,0.22,1.24,0.05,0.6,6.27,0.86,0.76,9.23,0.0,1.1,259.06,76.6,0.17,2.77,61.4,0.22,283.5,259.1,29.6,2.72,116.3
322,322,chowmein nepali,400,13.7,3.5,5.3,2.5,46.4,4.1,19.0,3.0,49.4,769.8,69.5,6.49,0.23,1.04,0.05,0.53,4.56,0.61,0.57,10.49,0.0,1.48,221.59,68.8,0.12,2.44,44.3,0.17,252.3,221.6,21.5,1.91,98.0
323,323,veg chowmein,378,13.5,3.3,4.7,2.4,48.6,3.7,17.5,3.0,51.1,669.7,70.9,6.35,0.26,0.95,0.05,0.57,4.36,0.64,0.48,6.77,0.0,1.19,234.49,48.3,0.13,1.99,38.9,0.2,202.9,234.5,20.1,1.88,92.4
324,324,chicken chowmein,415,12.3,3.4,4.9,2.4,48.4,4.1,25.4,3.0,87.2,689.7,67.4,6.11,0.28,0.96,1.89,0.63,5.67,0.81,0.74,8.13,0.0,1.42,218.78,60.5,0.12,2.36,59.2,0.22,254.2,218.8,24.5,2.41,106.5
325,325,buff chowmein,364,13.1,3.7,4.9,2.6,48.8,3.9,25.1,3.0,80.6,724.4,68.7,7.3,0.26,1.15,0.05,0.68,5.35,0.66,0.79,10.23,0.0,1.27,222.56,57.6,0.14,2.59,46.7,0.17,240.5,222.6,23.4,2.13,109.4
326,326,momo,310,10.2,2.6,3.3,1.9,33.3,2.1,16.0,1.9,46.1,608.6,76.1,4.85,0.2,1.14,0.05,0.41,3.86,0.58,0.44,4.67,0.0,1.16,158.36,43.6,0.1,1.86,42.4,0.16,170.2,158.4,17.1,2.08,76.8
327,327,veg momo,313,10.5,2.5,3.7,2.1,36.8,2.0,15.8,2.0,43.0,605.9,75.9,5.81,0.2,1.06,0.05,0.48,3.83,0.51,0.52,7.97,0.0,1.13,185.15,49.4,0.12,1.68,36.6,0.17,168.3,185.1,18.1,1.54,82.1
328,328,chicken momo,292,10.2,2.6,3.6,1.9,37.0,2.1,23.9,2.1,77.5,619.1,73.6,5.19,0.25,0.97,1.84,0.65,5.63,0.72,0.61,7.05,0.0,1.05,196.21,63.4,0.12,2.3,40.5,0.19,229.3,196.2,28.1,2.48,97.1
329,329,buff momo,295,10.0,2.6,3.5,2.1,36.3,2.0,22.8,2.0,85.1,567.7,74.1,5.57,0.22,0.78,0.05,0.72,4.57,0.63,0.59,7.66,0.0,1.09,232.12,78.1,0.12,2.19,38.4,0.2,213.3,232.1,25.6,2.24,98.1
330,330,pork momo,282,10.2,2.4,3.7,1.9,36.3,2.0,25.1,2.1,78.0,596.1,73.4,5.33,0.26,1.0,1.88,0.64,5.12,0.76,0.68,5.67,0.0,0.96,234.27,79.0,0.1,2.22,48.1,0.19,228.8,234.3,29.1,2.36,101.3
331,331,jhol momo,296,10.1,2.4,3.3,2.1,37.0,2.0,16.0,2.1,45.4,577.9,76.7,5.23,0.24,0.99,0.05,0.43,3.37,0.54,0.48,5.19,0.0,0.92,223.08,47.8,0.09,1.78,39.8,0.16,179.8,223.1,20.8,1.68,83.1
332,332,c momo,309,9.4,2.6,3.7,1.9,35.4,2.1,17.0,2.0,44.4,544.0,76.4,5.83,0.2,0.95,0.05,0.57,3.77,0.49,0.5,5.63,0.0,0.99,169.85,46.2,0.11,2.06,45.1,0.18,223.4,169.8,15.4,2.14,81.7
333,333,fried momo,370,15.4,4.1,3.3,2.1,37.2,2.0,16.3,1.9,45.3,616.3,70.4,4.72,0.2,0.77,0.05,0.49,4.1,0.54,0.48,7.22,0.0,1.69,204.13,43.2,0.12,2.04,37.9,0.19,219.7,204.1,18.4,1.59,83.2
334,334,kothe momo,311,10.3,2.5,3.5,1.9,34.7,2.1,17.1,2.0,43.1,574.8,75.6,4.39,0.2,0.99,0.05,0.47,4.38,0.64,0.57,6.53,0.0,1.34,178.1,58.9,0.12,1.67,32.7,0.15,175.2,178.1,19.8,1.75,81.1
335,335,open momo,291,10.1,2.5,3.3,1.9,33.8,2.0,16.0,2.1,44.1,613.7,76.8,4.9,0.23,1.14,0.05,0.52,3.64,0.58,0.5,5.78,0.0,1.2,161.71,42.7,0.13,2.04,40.0,0.16,178.8,161.7,21.2,1.67,79.0
336,336,tandoori momo,310,9.6,2.5,3.7,1.9,37.3,2.1,16.3,2.0,42.6,579.9,76.4,4.38,0.21,0.91,0.05,0.54,3.45,0.52,0.53,6.36,0.0,1.23,191.57,43.1,0.1,1.72,37.0,0.14,185.7,191.6,17.0,1.58,80.9
337,337,choila,345,17.9,5.3,6.3,2.6,8.1,2.1,34.2,1.0,99.1,494.9,62.3,4.12,0.12,0.73,0.05,0.83,6.92,1.07,1.01,5.07,0.0,1.85,242.48,91.0,0.1,2.03,41.2,0.13,344.9,242.5,27.6,2.65,111.7
338,338,buff choila,354,18.1,4.7,5.8,2.5,7.8,2.0,43.7,1.0,138.0,519.8,58.1,4.12,0.11,0.75,0.05,1.2,8.39,1.15,1.08,4.08,0.0,1.55,204.92,127.4,0.09,2.47,48.7,0.11,428.1,204.9,41.7,3.55,124.8
339,339,chicken choila,319,16.2,5.2,5.8,2.6,7.6,2.0,40.9,1.0,126.5,473.0,61.6,3.04,0.12,1.01,2.43,1.13,7.21,1.25,0.97,4.69,0.0,1.33,182.86,109.0,0.11,2.08,57.4,0.14,341.6,182.9,36.9,3.57,117.1
340,340,mutton choila,327,16.6,4.9,6.3,2.5,8.2,2.1,40.9,1.0,140.4,488.4,61.1,3.52,0.12,0.87,2.43,1.26,8.66,1.05,0.97,5.04,0.0,1.74,205.59,106.1,0.11,2.17,58.5,0.13,367.0,205.6,33.4,3.91,119.6
341,341,pork choila,318,17.5,4.9,6.4,2.4,7.5,2.1,41.3,1.0,136.4,503.4,60.6,3.58,0.12,1.0,2.45,1.12,7.31,1.17,1.14,4.08,0.0,1.41,242.6,94.2,0.09,2.02,58.8,0.13,358.3,242.6,32.2,3.31,122.4
342,342,sukuti,351,17.9,4.9,5.9,2.5,8.5,2.0,35.5,1.0,98.9,504.9,61.6,4.17,0.1,0.89,0.05,1.05,7.19,1.06,0.88,3.68,0.0,1.44,242.32,75.8,0.09,2.33,49.8,0.14,355.8,242.3,38.4,2.72,113.3
343,343,buff sukuti,322,16.4,5.0,6.4,2.6,7.6,1.9,42.6,1.0,144.3,474.3,60.7,4.29,0.12,1.02,0.05,1.09,8.41,1.24,1.24,3.45,0.0,1.72,219.08,109.0,0.1,2.55,44.3,0.15,352.4,219.1,37.6,3.63,124.1
344,344,chicken sukuti,356,16.5,5.0,5.7,2.4,8.3,2.1,45.6,0.9,142.5,506.5,58.3,3.41,0.12,0.83,2.6,1.2,9.24,1.32,1.41,3.25,0.0,1.37,211.65,114.1,0.11,2.32,63.9,0.13,366.2,211.6,36.2,3.48,126.9
345,345,mutton sukuti,355,17.6,5.3,5.8,2.5,8.1,2.0,40.6,1.0,127.8,484.2,59.6,3.56,0.13,0.8,2.42,1.23,9.52,1.25,1.26,4.48,0.0,1.33,244.78,114.9,0.1,1.85,60.7,0.16,362.9,244.8,30.1,3.89,121.0
346,346,sekuwa,317,16.3,5.3,6.1,2.6,8.0,2.1,34.0,0.9,102.9,524.1,64.4,3.53,0.11,0.79,0.05,1.03,8.17,1.07,0.84,3.78,0.0,1.23,227.73,96.0,0.09,1.98,42.7,0.14,317.8,227.7,34.9,2.91,108.1
347,347,chicken sekuwa,360,16.8,5.3,6.2,2.4,8.4,2.0,45.3,0.9,137.5,465.6,58.1,3.07,0.11,1.03,2.58,1.27,8.5,1.15,1.35,4.53,0.0,1.38,232.63,127.2,0.11,2.5,61.5,0.11,335.3,232.6,36.4,3.5,129.2
348,348,mutton sekuwa,336,16.4,4.9,6.1,2.5,8.0,2.0,41.1,1.0,129.9,485.4,60.9,3.63,0.12,0.84,2.44,1.06,8.35,1.03,1.0,4.93,0.0,1.64,185.69,121.3,0.09,2.27,44.6,0.13,339.8,185.7,40.8,3.79,118.6
349,349,buff sekuwa,353,17.0,5.2,6.0,2.5,7.7,1.9,43.0,1.1,140.3,469.3,59.1,4.21,0.1,0.82,0.05,1.12,8.6,1.19,1.32,3.82,0.0,1.66,236.35,119.6,0.09,2.18,56.3,0.12,339.4,236.4,46.5,3.84,125.7
350,350,pork sekuwa,332,17.2,4.7,6.2,2.6,7.5,2.1,45.5,1.0,136.0,510.8,58.7,3.79,0.11,0.78,2.59,1.09,9.29,1.43,1.14,4.93,0.0,1.79,193.13,98.3,0.1,2.6,46.1,0.11,438.6,193.1,39.7,3.87,127.9
351,351,bhutuwa,267,9.7,2.4,3.6,1.9,31.0,3.8,16.6,4.1,37.9,465.2,77.7,8.12,0.18,0.93,0.05,0.53,4.31,0.55,0.44,12.81,0.0,1.13,227.96,58.3,0.16,2.4,50.8,0.22,188.7,228.0,14.8,1.74,101.6
352,352,buff bhutuwa,268,9.7,2.6,3.5,1.9,30.2,4.3,24.2,4.0,79.3,452.1,74.6,7.89,0.17,1.12,0.05,0.66,5.15,0.77,0.62,9.29,0.0,1.29,285.97,61.1,0.13,2.85,57.4,0.22,267.3,286.0,20.4,2.16,116.9
353,353,mutton bhutuwa,294,10.0,2.4,3.3,2.0,31.9,4.1,24.2,3.9,77.8,434.4,73.5,7.9,0.2,0.95,1.85,0.65,5.47,0.73,0.6,11.47,0.0,1.21,271.86,69.7,0.13,2.88,49.8,0.25,246.4,271.9,29.2,2.09,117.1
354,354,alu chop,265,10.3,2.5,3.6,1.9,33.1,3.8,15.9,4.3,37.4,445.2,77.6,8.03,0.23,1.14,0.05,0.51,3.91,0.53,0.47,11.01,0.0,1.02,230.6,55.4,0.15,2.78,46.5,0.26,174.7,230.6,15.6,1.87,100.5
355,355,pakoda nepali,288,10.0,2.4,3.5,2.1,33.9,4.1,16.8,3.8,40.1,470.8,76.7,6.8,0.21,0.95,0.05,0.43,4.6,0.54,0.47,11.35,0.0,1.12,233.34,44.2,0.14,2.29,44.6,0.24,184.3,233.3,21.6,1.75,98.7
356,356,pakauda,293,10.5,2.5,3.4,2.0,31.6,3.9,16.1,4.1,37.6,428.1,76.5,9.78,0.19,1.02,0.05,0.42,4.24,0.57,0.54,10.06,0.0,1.25,251.38,47.5,0.16,2.93,51.6,0.24,177.9,251.4,21.4,1.6,103.0
357,357,puri tarkari,292,9.5,2.4,3.7,2.0,33.8,3.7,16.0,4.0,40.9,439.1,77.2,8.74,0.19,1.14,0.05,0.46,3.75,0.55,0.47,10.84,0.0,1.08,228.85,59.2,0.16,2.93,54.0,0.26,215.1,228.9,17.8,1.98,100.4
358,358,puri alu,287,10.1,2.5,3.4,1.9,31.4,4.0,16.4,4.1,38.4,453.8,76.8,10.81,0.23,1.08,0.05,0.44,4.24,0.48,0.5,11.23,0.0,0.89,206.62,44.2,0.13,2.46,57.0,0.25,170.7,206.6,18.0,1.59,100.6
359,359,kachila,288,9.7,2.5,3.7,2.1,33.6,4.2,17.1,4.1,39.9,448.3,76.8,10.26,0.23,1.26,0.05,0.44,3.5,0.65,0.47,12.26,0.0,1.24,231.57,52.5,0.16,2.3,51.8,0.2,177.6,231.6,22.3,1.72,103.6
360,360,buff kachila,284,9.3,2.6,3.7,1.9,32.9,4.2,24.3,4.2,75.2,477.8,74.3,8.87,0.23,1.22,0.05,0.6,5.9,0.76,0.76,8.99,0.0,1.04,222.89,60.3,0.14,2.61,61.2,0.28,208.0,222.9,23.0,2.29,112.8
361,361,pulao nepali,394,12.3,3.0,4.5,2.4,50.0,3.1,13.4,3.0,58.6,643.2,72.9,7.99,0.26,0.99,0.05,0.36,3.64,0.45,0.48,9.3,0.0,1.44,186.59,51.6,0.11,1.9,44.3,0.18,165.0,186.6,14.0,1.48,84.9
362,362,chicken pulao nepali,411,11.5,2.9,4.6,2.4,52.9,3.0,21.5,3.1,89.4,631.4,69.7,8.16,0.25,1.18,1.75,0.6,4.93,0.63,0.68,8.06,0.0,1.34,242.0,55.7,0.14,2.41,53.8,0.23,203.6,242.0,20.1,2.19,103.7
363,363,mutton pulao nepali,364,11.4,3.1,4.3,2.4,53.6,2.9,21.6,3.0,84.1,637.5,71.3,7.53,0.33,0.84,1.76,0.61,4.65,0.72,0.56,10.48,0.0,1.09,209.14,55.3,0.1,2.63,46.7,0.21,227.9,209.1,25.3,2.05,103.1
364,364,gundruk bhatmas,275,9.8,2.6,3.4,2.1,33.7,4.1,16.9,4.0,39.6,467.3,77.2,10.41,0.21,0.91,0.05,0.5,4.55,0.64,0.6,13.2,0.0,0.96,249.88,59.2,0.12,2.49,57.5,0.29,189.4,249.9,20.8,1.86,105.8
365,365,bhatmas ko achar,105,4.7,0.8,1.9,1.5,12.2,3.9,2.9,3.8,4.8,615.5,92.1,9.57,0.12,1.09,0.05,0.14,1.5,0.23,0.18,12.42,0.0,0.83,214.78,27.9,0.15,1.93,30.8,0.26,94.8,214.8,8.5,0.99,75.7
366,366,tomato achar nepali,114,4.9,0.8,1.7,1.5,13.4,4.0,2.9,4.1,5.2,589.0,91.6,8.33,0.15,1.17,0.05,0.16,1.71,0.23,0.15,17.67,0.0,0.7,161.86,24.1,0.15,2.24,34.4,0.23,117.5,161.9,8.6,0.88,76.5
367,367,sesame tomato achar,105,5.1,0.8,1.8,1.4,13.3,3.8,3.2,4.2,4.7,584.8,91.7,9.36,0.13,1.11,0.05,0.16,1.78,0.22,0.19,19.09,0.0,0.73,204.19,27.4,0.16,2.3,36.4,0.24,103.8,204.2,7.1,1.0,82.8
368,368,dhaniya achar,117,5.0,0.8,1.8,1.4,12.7,4.2,3.0,3.8,5.2,619.1,91.4,8.36,0.11,1.01,0.05,0.14,1.54,0.22,0.2,11.4,0.0,0.72,181.35,23.9,0.16,2.25,31.9,0.22,92.6,181.3,7.8,0.94,72.5
369,369,lapsi achar,108,4.7,0.8,1.7,1.4,12.3,4.1,3.1,4.0,4.8,639.6,91.9,9.39,0.12,1.26,0.05,0.17,1.66,0.23,0.17,8.45,0.0,0.74,231.17,31.1,0.15,2.52,35.5,0.28,94.1,231.2,8.2,0.89,76.1
370,370,lapsi candy,261,10.6,2.4,3.6,2.1,33.5,4.0,15.1,3.8,38.7,437.6,77.8,8.55,0.24,0.99,0.05,0.5,3.58,0.52,0.52,10.09,0.0,1.25,211.04,45.8,0.15,2.6,53.8,0.25,179.0,211.0,13.8,1.71,95.4
371,371,juju dhau,265,9.7,2.5,3.7,1.9,30.8,3.7,15.6,3.8,38.8,463.4,78.1,9.48,0.21,1.16,0.05,0.45,3.68,0.61,0.42,9.44,0.0,1.01,177.88,50.4,0.15,2.29,49.9,0.25,178.8,177.9,19.9,2.04,92.8
372,372,dahi chiura,285,10.1,2.4,3.4,2.1,31.4,3.9,15.6,4.1,37.4,457.9,77.2,7.77,0.2,1.1,0.05,0.54,3.26,0.62,0.5,10.96,0.0,0.99,231.3,43.6,0.15,2.9,40.2,0.22,222.3,231.3,15.2,1.61,99.6
373,373,kheer nepali,260,9.3,4.9,2.5,0.8,37.6,33.5,4.9,1.0,18.9,126.5,82.9,4.34,0.25,0.81,0.05,0.2,1.82,0.3,0.22,4.08,0.0,1.2,128.08,34.8,0.08,1.18,24.1,0.13,126.5,128.1,10.3,1.0,49.7
374,374,rice kheer nepali,398,12.8,3.0,4.6,2.5,50.3,11.2,15.0,3.0,56.8,658.7,71.8,6.67,0.26,1.07,0.05,0.45,3.24,0.5,0.51,10.36,0.0,1.35,240.5,57.2,0.14,2.01,40.0,0.24,176.4,240.5,19.8,1.66,92.0
375,375,gundpak,272,10.6,2.4,3.5,1.9,32.5,4.3,16.7,4.3,40.0,425.5,76.9,9.63,0.2,1.33,0.05,0.45,3.95,0.65,0.44,8.72,0.0,1.21,195.21,63.9,0.16,2.36,48.0,0.23,214.1,195.2,20.4,1.95,97.5
376,376,anarsa,281,9.3,2.5,3.6,1.9,31.5,4.2,16.6,3.9,41.2,450.7,77.4,9.19,0.2,0.95,0.05,0.44,3.7,0.62,0.55,8.57,0.0,0.92,185.69,49.8,0.16,2.82,42.3,0.2,206.7,185.7,21.2,1.86,96.1
